#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
融通,ゆうずう,"Adaptability, versatility, financing",oenVWlMWOxGNaw8RxT8E
ミスプリント,ミスプリント,Misprint,ofqkju7qEebYLXtS0BxR
ブザー,ブザー,buzzer,ohUOUIawJTazVgJbbigD
連日,れんじつ,day after day,oixkPe9iS9cA2soAUiah
没落,ぼつらく,"downfall, ruin, collapse",okyFGHUD6a0p0Hp4fuiq
有益,ゆうえき,"beneficial, profitable",olp9K7IhhTH1abVTZZKd
運搬,うんぱん,"transport, carriage",om4wFEXRN2QCOe2sQWld
衆議院,しゅうぎいん,House of Representatives,omf7L6HB9umSxUG5W3Du
がっくり,がっくり,Heartbroken,oqi4bu64xe9vkNUiQh28
同級,どうきゅう,"Same grade, same class",osqpXlHYApzFNrcGum8f
書評,しょひょう,Book review,ou62XH3tjHvE3bYKCQqf
中毒,ちゅうどく,Poisoning,ov2pxCN1MVzw63YhiqUE
起伏,きふく,Undulation,ovHyPCuNd8wvnWTcWUoa
けがらわしい,けがらわしい,"Filthy, unfair",owCyZYQX9y6c2UCVnETr
突如,とつじょ,"Suddenly, all of a sudden",ozFx3QO9lyBKoQk8C0oF
弾む,はずむ,"bounce, be encouraged, splurge",p30U3i1sylgfF6yuUMux
返答,へんとう,Reply,p50ihse38Y9iMqmagt38
提示,ていじ,"presentation, exhibit, suggest, citation",p5BsGYstbHLkF8oMEmdH
聴覚,ちょうかく,Sense of hearing,p6OFBpvIgTPZKRRepkI9
配分,はいぶん,"Distribution, allotment",p9r2T9NoTFyHR3HLDyrI
阻止,そし,"obstruction, check, hindrance",pBRDHleDk35ous5FmGQp
根気,こんき,"patience, perseverance, energy",pCJX6jvFHgiLjgf840dz
盛装,せいそう,"dressed up, wearing rich clothes",pDZfyH8PWSw0tKCqJCsk
不可欠,ふかけつ,"indispensable, essential",pE8aGlNAkdIhtJLe8O3e
年頃,としごろ,"Age, marriageable age, adolescence",pFjYjNFc0Jfua821wdkm
朗読,ろうどく,"Reading aloud, recitation",pGP55rd9uFkxVgSFaSDL
破裂,はれつ,"Explosion, rupture, break off",pKDQoKHHFM7aYbyzbUiV
産出,さんしゅつ,"Yield, produce",pKrjiNLguwySBOWKSxsI
探検,たんけん,"Exploration, Expedition",pOsT4mBTbPxNJDu9G90y
世代,せだい,Generation,pPhiQMWVE6SCFFP3yG65
控える,ひかえる,"Refrain from, take notes",pRGflrbKGb6J2p3zlV9z
申出,もうしで,"Request, claim, report",pSktdzzo2Sc7lHulaXhU
整然,せいぜん,"Orderly, regular, well-organized",pUB5wOYfwtSMAjwvRnTf
燃料,ねんりょう,fuel,pWEjyIGDQ1hk94vkFO8q
クレーン,クレーン,Crane,pWbIqjgFdv0zIspfFQyg
鉛,なまり,Lead,pZ6qouSLZJkTcOoEoYgH
憎しみ,にくしみ,Hatred,pZvpixU67f7UBAWZeZR5
耐える,たえる,"Endure, put up with",pbwuEggTHzgG7dA1TQUf
奉仕,ほうし,Service,pd6uDXeYAu9pLP2vUUQl
発足,ほっそく,"Inauguration, establishment",phXFMWjjEbnq6i98kX5j
育ち,そだち,"Upbringing, growth",phXXiTNl73tdcx3wTWdn
全滅,ぜんめつ,Annihilation,pkSzIbnlZzIKMTsvZcaq
きらびやか,きらびやか,"Gorgeous, gaudy, dazzling",pmtSSke9TjE2AB4TFomg
意気込む,いきごむ,be enthusiastic about,poRm79qRz21609WQWSls
本文,ほんぶん,Body of text,ppEOJVcbtWlODhsWCt9D
統治,とうち,"Rule, Reign, Governing",pqHcQhnmSlRTkdwAoyz1
紛失,ふんしつ,Loss,pqU55EhmWhA5sZeMbcwN
受け継ぐ,うけつぐ,"inherit, succeed",pt1LUBW9CJie9MiUo33Z
色彩,しきさい,Color,puC8ZKSEYuyJfsvdbh0f
甘える,あまえる,"act like a spoiled child, fawn on",pw3DP3EkvKBC1GwRTI7y
寄与,きよ,contribution,pxd3LxjfkLtsbMzxTG3w
発掘,はっくつ,"excavation, exhumation, discovery",py6KNeAfd60VFUFdeX0b
富豪,ふごう,Millionaire,pyzdT6SF03olMMjgAse1
相応,そうおう,"Suitability, fitness",q3W7g1elo2Uabrx0FmPS
釣り鐘,つりがね,Temple bell,q81bb0iw62U6jiERUOmR
来る,きたる,Come,q88TNjfDFbHhnjIETus2
没収,ぼっしゅう,Forfeited,q8odpgdJbO75FSJUXWSw
操る,あやつる,"manipulate, operate, pull strings",q8pPTdCx0QaCzEZnghhL
流し,ながし,Sink,qBrCZt9148b5rBO0sNUt
命中,めいちゅう,Hit,qD5ako4rRba5JY7KRDt5
口頭,こうとう,Oral,qDPHPbWhtWJNjcZYfn6Z
日焼け,ひやけ,Sunburn,qE2N1Uzj9OSoanmlCPz4
条約,じょうやく,Treaty,qF5py6aGvm8aq7Z3BLbO
神殿,しんでん,Temple,qFncLsrxbEW6ErUJtRDf
一部分,いちぶぶん,"a part, a portion",qFo8JP3ggWNzoHZNwbIx
軽減,けいげん,"reduction, lessening",qGqsXuR4HbGKVBHN3Vzl
従事,じゅうじ,"engaging, pursuing, following",qKRPQ9kU4RUzJrWLaQYf
承諾,しょうだく,"Consent, agreement",qLFYNDRSonX1G6d3qAsU
手回し,てまわし,"Preparations, arrangements",qM3Sk8HbEd4ClhTeRXiU
財政,ざいせい,Public Finance,qNR2xzoI8N3kZykqggzf
空ろ,うつろ,"hollow, blank, empty",qNUdjvSThuzg0o7YFAbM
荒らす,あらす,damage; invade,qRblx4GrptR4yVUEKIUN
備わる,そなわる,to be furnished with,qS75PHs2IwGQQds9EFsP
武力,ぶりょく,"Armed might, military power",qSskVKCLSiUyoQmWFg2o
網,あみ,Net,qUyKxAYjltN96fIG9tv2
努めて,つとめて,Make an effort!,qbBQpOYnZ4xVEnPmpWvJ
主演,しゅえん,Starring,qbMSbn6DbfzzMH2fOG9t
だったら,だったら,If that is the case,qbsFWyTOnfpjE3JqSr3N
雛,ひな,"Chick, fledgling, doll",qewJ1yIlYCrWgNQFuzom
まして,まして,"much less, let alone",qgBwHve5A12tvLEq7EU8
塵,ちり,"Dust, garbage",qiNINjFXTFgu9RkTXnre
美,び,Beauty,qiY8VMnBeCqVNMdHSlTW
いざ,いざ,"Now, come on!",qizxVPLvgxyTSi6FaNBk
冒頭,ぼうとう,"Beginning, start, outset",qkHy2u1Mu1B2RAu95Ndb
現地,げんち,local,qkc29NAxN4esQlG2Di3I
運命,うんめい,Fate,qlZCVcsFq91vVLlxWk2C
レース,レース,"Race, Lace",qpDpE20UkWSlySogUmTB
ミセス,ミセス,Mrs.ˈmɪsɪz,qvh4xQV99iTM7YtO8bZv
賜る,たまわる,"Grant, bestow",qySPhyUAhRuNZvmOHn08
真ん丸い,まんまるい,Perfectly round,qycOa9ZZiS6tXIz4dpbb
出生,しゅっしょう,Birth,r0j3kpxSZxSRMDziLwwP
垢,あか,"Dirt, grime, filth",r3Rs453Qpax7rB8BQHyg
騒動,そうどう,"Strife, riot, rebellion",r3f23hkY5Rt5A4HqFACs
高尚,こうしょう,"High, noble, refined",r46xyC8v0ixG7j5Xdlu0
化合,かごう,Chemical combination,r7YH6o1K5deO0tYG0Y4n
熱意,ねつい,"zeal, enthusiasm",r9GgPvT6qrfGNvBixy61
措置,そち,"measure, step",rF1hzxARefFfo5DW5YPx
～味,～み,Taste,rF8yIRX8VgMjZDD4F9xb
擦る,かする,"rub, chafe",rIA0Czl8slPu4xuM4Q1R
アンコール,アンコール,Encore,rJ2EMPGb8anOvCEkqLnL
システム,システム,System,rLxiBmYRoQxxNiG7L25M
公認,こうにん,"Official recognition, authorization",rNBkkaB09kZkPUUnfn9L
促進,そくしん,"promotion, acceleration, encouragement",rP6ZwDKEorJKcyrK5zXN
吊り革,つりかわ,Strap,rPIypBYkkbtdtEbxsnI2
ちらっと,ちらっと,"At a glance, by accident",rVlzYrPccnuoB4iOOVPO
漏らす,もらす,"leak, reveal",rYTwE4xh58QVxZu7xV5T
早急,さっきゅう,Urgent,rb250jj7O0mEcOQLfqho
練る,ねる,"knead, work over, polish up",rbNhbCydFupUScMJbfle
真珠,しんじゅ,Pearl,rbzDPq8LInojmBeIAkWD
鉱山,こうざん,Mine,reKTKgKRsMM0p4V6zVwG
ペア,ペア,"Pair, Pear",rfa5z2H62b9zcHDcTZUU
骨董品,こっとうひん,Curio,rfp1RjzUlEbwEqtnjPSW
ポンプ,ポンプ,Pump,rrFr0mzPzrrhgvy1c4GG
大水,おおみず,Flood,ruZD0FbGf9lDDvYp5PgP
傷付く,きずつく,"Tobehurt, tobewounded, togetinjured",rwe0rkKjf8a6LLJEqtQt
運賃,うんちん,"freight rates, shipping expenses, fare",rxxJeOoFelLlvXVNTn6t
手錠,てじょう,handcuffs,s2C8WSZwnlPkFs0eYWnB
復旧,ふっきゅう,"Restoration, restitution, rehabilitation",s31bPL8dJmWUm8YYPG7y
均衡,きんこう,"equilibrium, balance",s3HGshdDRUCYlqwojPAL
受け付ける,うけつける,Accept,s3fjnvnXdOvWo4dQQGgu
ドライ,ドライ,Dry,s55MgyJp0wYC7GWEROvY
～狂,～きょう,"-maniac, -fan, -freak",s6POkzvJeyX5RhZLuWGV
征服,せいふく,"conquest, subjugation, overcoming",s6v11njc2L8EgoL2j9Ar
根底,こんてい,"root, basis, foundation",s76pcXcuIjKb6OBAT1BL
仕上がり,しあがり,Finish,s8JUQfCRTgTEPyIaV7Oa
大空,おおぞら,The vast sky,s8O3PW7N0dma85OcBfY7
ファイル,ファイル,File,s9ZYeC0TeJO3UhXEaTin
行政,ぎょうせい,Administration,sAL5LCQXruTyQhYNnnlj
トランジスター,トランジスター,Transistor,sGTcY4kw8W20uqcZXffj
肉親,にくしん,Blood relative,sH7Sz8u6sztysbqYenLd
当て字,あてじ,Phonetic equivalent character,sHZo5V3pRk5EtDHlkdoP
もたらす,もたらす,"bring, cause, result in",sI04hkEk6ShHyPCN5XTc
展望,てんぼう,"View, outlook, prospect",sJ1HcOcU4S47EpLzmgWK
つくづく,つくづく,"completely, really",sKZH0NWjIDIg4sjycLY8
カーペット,カーペット,Carpet,sO3TadqNjz5vF99TKYGQ
創立,そうりつ,"Founding, establishment",sOF59XkowVa3b7zdWPks
脆い,もろい,"brittle, fragile, tender-hearted",sQ9ir2I3C5c1EAYEfOSr
物議,ぶつぎ,Public controversy,sTd8WSwQq36yr1uJicTM
志す,こころざす,Aspire to,sULWgK33no741ytRRVlt
自在,じざい,"freely, at will",sWjloC4Sqzi6BOFcmW1B
目方,めかた,Weight,sWmr2yk3KP1mmjullRvF
予感,よかん,"Presentiment, premonition",sX0ou3htle8sfqG9jToS
沈黙,ちんもく,"Silence, reticence",sXvptqnlwRfqeO0MusIl
結び付き,むすびつき,"Connection, Relation",sYAxsAc2c4BBOVojAUA0
憤慨,ふんがい,"indignation, resentment",saT9QYOdoc0znMUzBurX
円滑,えんかつ,"Smoothness, harmony",sbiwafVjaVaKeEqpXw6O
予言,よげん,"Prediction, promise, prognostication",sbzWcAv7O844IV04MYkG
立方,りっぽう,Cube,sd1h9F5JKt9rxMOYHt0F
引っ掻く,ひっかく,Scratch,se1SXv255ALCaHNwOJuJ
ミュージック,ミュージック,Music,sfSvIZXwRv2Pi0JuOCA5
無効,むこう,"invalid, no effect, unavailable",sgmhNPkT8JxeTfB5Rk3v
外方,そっぽ,Looking the other way,sj1WxoYeUaofGSpIZL8i
遠回り,とおまわり,"Detour, roundabout way",sj2fSHiXIlhOZrbNWx5R
行進,こうしん,"March, parade",sjkNd5ShKRJ06a3OHR2n
様,さま,"Manner, way, kind",sjxESYtXVZJb5Mp84bFw
陳列,ちんれつ,Display,skCbORA3vYr29qQqQDKF
興じる,きょうじる,"Amuse oneself, make merry",snA8lHTfWkcExfUpHmKP
一変,いっぺん,Complete change,snDEMyYnMFJIwZFPaS0e
テレックス,テレックス,Telex,snrDApj5ohnbimaamcSa
玄人,くろうと,"Expert, professional",sruPkiI7JDHd4pxkvpRw
ばかばかしい,ばかばかしい,Ridiculous,ssb4W0kRQnnDo8mPuy5m
威力,いりょく,"Power, might, authority",svXifYI4Nj1GRFHbauIK
退職,たいしょく,Retirement,t1CG7Qi2pO7Qr3HytHSS
膨れる,ふくれる,"Swell, inflate, bulge",t1b5agRpNS3Nz9wuHcvD
財源,ざいげん,Source of funds,t2QFsTMgbavX4o3j6NNA
副,とりわけ,"Especially, above all",t2tVEBSkmckYoKnTrJkm
兼業,けんぎょう,Concurrent employment,t4384hhuSBEFl78cqG1E
くじ (～をひく),くじ (～をひく),Draw a lot,t6X28vGSfxeTJbFIuEEk
携わる,たずさわる,"engage, involve",t73YRHWW8cJ4Zf3RSWsk
司る,つかさどる,"rule, govern, administer",t7oFvgrv3LQDXhLK6RNA
導く,みちびく,Guide,tA18jXiApoPf5RX2qFoS
弁解,べんかい,"Excuse, justification",tAzd6Vh2gGop6AjJb5ty
どうにか,どうにか,Somehow or other,tBdQzb37peqpc34EmDBS
元年,がんねん,First year,tDDrrfv0yCBlH6AseSxq
噴出,ふんしゅつ,"Spewing, gushing, spouting",tESPbBal8MQ85r6Kfg1C
そり (～にのる),そり (～にのる),Sleigh,tFaBkZRiibfBvUb54E07
まごつく,まごつく,"flustered, confused",tJ3Pjmu3x1Qb7ok7Gqoz
サイズ,サイズ,Size,tK9omb0nyR7qsytTtRjX
街頭,がいとう,Street,tLNxH7WBL9Jw22bxe8He
出世,しゅっせ,"Promotion, successful career, eminence",tLPuuAheefs5j1BDfjie
陶器,とうき,pottery ceramics,tOMNHlHsRpBHGsqs8bUm
志向,しこう,"Intention, aim",tP0bn77JclrxE4im8BFQ
不在,ふざい,Absence,tPijUFiu5N1BUrXmjD7i
発作,ほっさ,"fit, attack",tSGi2QZ2Ewx5HhrE4WYU
全快,ぜんかい,complete recovery of health,tT8Nt47LeyOESm7BvAm4
桟橋,さんばし,"Pier, Wharf, Jetty",tUFuqlifj5iS9N3eh4l8
さきに (いぜん),さきに (いぜん),"Before, earlier than, previously",tVMSDp2fyiSbe7tC5v15
つぶら,つぶら,"Round, rotund",tXvD6OzMpy2ygAzF6WdQ
エンジニア,エンジニア,Engineer,tY3Thf0IXsP0hzSFWvTN
仲人,なこうど,Matchmaker,tYvyY5Jjo3kN5LRQfZqb
くじびき,くじびき,"Lottery, drawn lot",tazbOMezOBgklMsgqwiX
内部,ないぶ,"Internal, interior",tbklQCXLFTMmBHAPBhZR
配列,はいれつ,"Arrangement, array",tdTLxntVDzOQ6iXGtWST
社交,しゃこう,Social life,teggKtMF33hlIgoPUA9L
火星,かせい,Mars,tgVzRVjmOAXNinssU238
真っ二つ,まっぷたつ,In two equal parts,tgZ7timDn2GIScNKvU7d
仕立てる,したてる,"tailor, make, prepare",timKJwHg4IJ1AAq0IFkv
生き甲斐,いきがい,Purpose of life,tiu4xkdh20IH0ZOzDcpA
ややこしい,ややこしい,"puzzling, tangled, complicated, complex",tki6Ll9HvdoRgq32JDNx
関税,かんぜい,"Customs duty, tariff",tpfdCT1TPRkTQsKAYDB7
育成,いくせい,"Rearing, training, cultivation",tpgbtYP3OwNG2cGuKB9K
専ら,もっぱら,"Solely, entirely",tq4w3xqxgpjWa4PnTG4e
逃げ出す,にげだす,"run away, escape from",tr4PfUQK13knxlIWW8UI
交付,こうふ,"delivery, furnishing",tu3wEx7Fs77hnV3w3jAa
戦闘,せんとう,"battle, fight, combat",tu51Fz9SWbPcETPRqNxk
静止,せいし,"stillness, repose, standing still",twr1mBRRBwU9BGv3vqIB
動員,どういん,Mobilization,txMQ9OLwSFMlrF054QQe
バット,バット,Bat,tyQa8vV4J9j7aL4fN70a
家来,けらい,"Retainer, retinue, servant",u1fMIipH3aVkvYSTfdUg
説得,せっとく,persuasion,u29E7z2GKeseqyD3kWlC
親善,しんぜん,Goodwill,u4JvJErSRDWR9mFDO5Dz
申し出る,もうしでる,"Report to, tell, suggest",u4jGAlGrHP5FOPqrns2u
変動,へんどう,fluctuation,u5iCQEdzfgaaQFyPmBtz
教材,きょうざい,Teaching materials,u64swTlsleMX68i8r2cv
本気,ほんき,"Seriousness, truth, sanctity",u6xXcXsjbSNjkqp2lphL
燃焼,ねんしょう,Combustion,u8CgqgWjBVPJlGm2NHft
達者,たっしゃ,"Skillful, healthy",uC7XrlIKdktgGVCm12Cu
絶える,たえる,die out,uDCAHJIvcVqE2nPn3K6P
錯誤,さくご,Mistake,uDdkP0rfLddZPaTzRQbw
処罰,しょばつ,Punishment,uIcf0gW2EpUkhiRN9HGt
継目,つぎめ,"joint, seam",uK1XCFGgXa7BPpVqp0kp
脚本,きゃくほん,Screenplay,uKFrgkhuQvHK6k8sPLbW
外来,がいらい,Outpatient clinic,uKuf3T06WrUrRuomuVML
日夜,にちや,Day and night,uL6jf8tzHx7dwzL1SWIb
施設,しせつ,facility,uQeuZNCO7r3UTl5Nllu0
カテゴリー,カテゴリー,Category,uSw7tvGYfVynrT3VkIMp
採用,さいよう,Adoption,uTEiQ40Zlb1v25Dpabro
親父,おやじ,"Father, old man, boss",uUOrzUrHXQ6N6boylZXW
個性,こせい,"Individuality, personality, idiosyncrasy",uUmuagPqNmakvTBg3Ndl
役職,やくしょく,"Position, managerial position, official position",uUuxXIXJSDGaFtZ6QeUU
好調,こうちょう,"Satisfactory, in good shape",uWyRVlf0Ow62ycDiEvaH
保険,ほけん,Insurance,uWzP41dBZSmWoUTc1K48
防衛,ぼうえい,"Defense, protection, self-defense",uYWXMYB7KUbo3xRVD1ln
大筋,おおすじ,"Outline, summary",ua7r9KyFpjwOUasLgVFs
値,あたい,"Value, price, cost",udMdOGcPvrOCk2eiDVSj
緩める,ゆるめる,"loosen, slow down",ue5WfhS2d1AgUtZts3mU
小売,こうり,Retail,ukPFqQIjXpB70X31aN1f
差し出す,さしだす,"present, submit, hold out",ukZggMl7vDkz0OQMx4qX
弱る,よわる,"weaken, be troubled, be emaciated",ukZuaYlvpDoVCoWMLJ0N
さっぱりする,さっぱりする,Refresh,uluQNMTio4r9xqVjOoN9
局限,きょくげん,localize,umPfVqh4Cu0eismwzb5S
換算,かんさん,"Conversion, exchange",unzr7iq4E41xkCChrgcq
休戦,きゅうせん,"Truce, armistice",urduOriPYCy6OqTPQxRZ
～界,～かい,"world, circle, kingdom",usSt1eUPzfL9FAf4khlC
落ち着き,おちつき,"Calm, composure",uuCqqvXOexOY6n6EQWrA
身近,みぢか,"Close to oneself, familiar",uuQbvMh8aUZxU3C95KIp
母国,ぼこく,Motherland,uxYAPbrIdO0HEmSo1wDp
ゼリー,ゼリー,Jelly,uy4OjzKvL2BXiu3ViPSj
送金,そうきん,Remittance,v32P6E8d0cuJT0SIdYYy
レバー,レバー,lever / liver,v78MbLwE76IWlmx6bsD3
税務署,ぜいむしょ,Tax office,v7xWHyA90te4huaeWBtF
浜,はま,"Beach, seashore",vBTSWDX7IHrHaHqHy4zV
おむつ,おむつ,diaper,vBv9H8TOLF9BdvTkuGkP
区間,くかん,section,vCZ1eHJFWcv3TZa237cA
万能,ばんのう,"all-purpose, almighty, omnipotent",vDp4UBrlPplItyQOhjcq
パート,パート,Part-time job,vEFvP1EKz9BgyetDINxk
冷酷,れいこく,"cruelty, coldheartedness, ruthlessness",vFcaYgkl2hTJuPc08bJu
焚火,たきび,Bonfire,vGFm2m9jxNCeMDESiZdA
味わい,あじわい,"Flavor, relish",vH9GPeJFudxMzOdX1dNA
同盟,どうめい,Alliance,vIL2R09Sn9kd7fdAmjEg
年輪,ねんりん,Annual tree ring,vJRG8RopDrEsSyyECCqZ
勘弁,かんべん,"Pardon, forgiveness, forbearance",vJSNv0FYyP1k6DdfuYtQ
土木,どぼく,Civil engineering,vNWS7wZjFfq7sPkTivOZ
橋渡し,はしわたし,Mediation,vNkVfrD3O5lxglm1g2UV
～署,～しょ,department,vQ7QxlSxe4tCyqrZUCLh
共働き,ともばたらき,Dual income household,vRJAjUHUUpW0Kanr8X5P
排水,はいすい,Drainage,vSW1TZAl8Y1kyEdYr1on
回路,かいろ,circuit,vTAip2lq9hNdiUOte3oq
にせ物,にせもの,"Imitation, counterfeit",vTveTjNVUkqVWyLa1o6B
制裁,せいさい,"Sanctions, punishment, restraint",vVtvarH2pgICa6zKZXGM
強行,きょうこう,"Forcing, enforcement",vW4Ul2asPzquQyIPUqOf
お宮,おみや,Shrine,vXdk5S4qnC7WyFP1nvNo
尊い,とうとい,"Precious, valuable, noble",vZAruVj0p39QavUwle6v
罰,ばつ,"Punishment, penalty",vZg4Sp9GH5pZZvJgIp5o
名札,なふだ,Name tag,vamyI3gqNDSdIHk3QH3X
豊作,ほうさく,"abundant harvest, bumper crop",vcd1N6kYzpGCp2ShMysj
考古学,こうこがく,Archaeology,vdd48PBFnP0uaTQZ0QOm
ずるずる,ずるずる,"dragging on, sniffing",vfPOvbpTkNOCS0uOOE91
民族,みんぞく,Ethnic group,vfWA47MxKeosonihuNew
質素,しっそ,"Simplicity, modesty, frugality",vg9i5XP7wV1sRYwcEvVX
サンキュー,サンキュー,Thank you,vhbWNGBjp5fk8418UpD3
使命,しめい,Mission,vhnNLc3GGLiuoWhLMrZa
ひたすら,ひたすら,"earnestly, intently, nothing but",vj1Kf2HBxwMXvMXnGpvr
義理,ぎり,"Obligation, sense of duty",vkJFBApPzlXIgJWdAfnb
逆転,ぎゃくてん,Reversal,vkpstZZjAUz27PGIMHL0
改悪,かいあく,"deterioration, change for the worse",vmDhWeOmJyLAnC5FDnTg
掲げる,かかげる,"Hoist, fly",voK7uTAarm7hs7XvK6Y0
ソース,ソース,Source,vou2fZnwyNpj2Bcjh7Dm
英字,えいじ,English letter,vpk9OKmIh2PhuNr1U7G1
上演,じょうえん,performance,vqegIxMH6SwRcegHIuGa
結合,けつごう,"Combination, union",vrmu8ZX6PzTBKwa6HNWA
背後,はいご,"back, rear",vs7bUe4emBV3t0IuLuJJ
公,おおやけ,Public,vsflGRE7ztnv7hyAF0Lx
嘴,くちばし,"beak, bill",vtey4Ju3Hfo73MuHG2WI
記名,きめい,Signature or Registration,vtsdkBGGO6lDEuUydAZ9
参照,さんしょう,"Reference, consultation",vutwZr0sJP0WwqijkA6q
アルミ,アルミ,aluminum,vvU0TKbRvYFcCyF9bsqg
造り,つくり,"Structure, physique",vw9UYiLFr2czFQ87cF29
衰える,おとろえる,"weaken, decline",vyNNmdEs8VUMIxD8LpRf
投げ出す,なげだす,"Abandon, throw out",vytvsuqk0VKstCokhzB9
証拠,しょうこ,"evidence, proof",vzU9wkQldq2czo2m1UsA
しなやか,しなやか,"supple, flexible, elastic",vztB1LYjvWv6tcRiXB1H
頭,かしら,Head,vzwtDmdT6hxEY2dmEv95
心掛ける,こころがける,"bear in mind, aim to do",w4MhHzCJDdwJ3k4kTUCw
未婚,みこん,Unmarried,w7zNdAoCDQQW9yCw0J4Z
救済,きゅうさい,"Relief, aid, rescue",wDLfqeh5psVpOqIBceDw
後退,こうたい,"retreat, backspace",wDxRVlTk9L5i6Tw8aYs9
懲りる,こりる,"learn by experience, be disgusted with",wEESyWovRdQUUk9A40Dn
道場,どうじょう,Dojo,wEUbqFqjazVFS2jx3aPl
インフレ,インフレ,inflation,wFF6ZwgxvGL3gZV0KISV
数詞,すうし,Numeral,wFT5A0xfD4aKBWWdo52x
立ち去る,たちさる,"Leave, depart",wFibWUakQTptGvrVLFyy
甘口,あまくち,Sweet flavor,wGIGIhihoYP3rU8fzrMw
模範,もはん,"model, example",wK2IwV3EuJ5q47nF5ioN
手掛ける,てがける,"Handle, manage, work with",wLRRgg9R3s0gCbxfLWs1
振り返る,ふりかえる,"turn around, look back",wMLEUCd5ZyeXCDg0nVId
天才,てんさい,genius,wMecPB6PztiSxsH5SACo
促す,うながす,"urge, suggest, demand",wMtnHdRHAGNVhnvQKt7U
履歴,りれき,"History, Background, Log",wO4XJlwT9aoQoMTMT0Uo
倹約,けんやく,"Thrift, economy, frugality",wRruOa7Kgf2rgr94smDg
根本,こんぽん,"Foundation, root, base",wRyM51YdChwEK1oKxCYf
完ぺき,かんぺき,"Perfection, completeness, flawless",wSwtORqEMMX1AQXwxMq4
同居,どうきょ,"Co-living, living together",wUtfSe1CjoMu0Z50Zvl0
任命,にんめい,"appointment, nomination, ordination",wYW9V8A6F0EYM66qDoVl
報ずる,ほうずる,"report, inform",wYWzcjh8sHf4bSHYW4NW
ひょっと,ひょっと,"Possibly, accidentally",wZTittNdyS6a1znRGsfv
窮乏,きゅうぼう,poverty,waLEP5VigeyWub0ia2gx
杯,さかずき,Wine cup,wbKr8MOviXehHP7ZVyQo
雨天,うてん,Rainy weather,wcL24CQefFelAfBYo6aD
見合い,みあい,Arranged marriage interview,wccu8Qd2Aw2s8bNFi80u
サボる,サボる,"to cut class, to loaf on the job",we2BYPofu1W2fU3elGvf
進度,しんど,Progress,weTfPjlmeumuw01TlJJQ
矢,や,Arrow,weyYyGm317CP9GYlbtgB
独創,どくそう,Originality,whDx12fOLeCphW4Mpz7m
勤め先,つとめさき,Place of work,whGQd9doBIxoQ4KFM9sZ
湿気る,しける,"become damp, become moist",wipDnSMLfYsDLpTJ4kLM
兆,きざし,"Omen, sign, indication",wipOTTExtzVnjtMxHxcu
指令,しれい,Directive,wmRmf40J9I15muIrnAHX
付け加える,つけくわえる,Add to,wnvviJGXJ4Y2S2RfCKWG
失調,しっちょう,"Imbalance, disharmony",x23lyN8A1XEoEs3IbN5V
勧告,かんこく,"advice, counsel",x2LlON2j23YfVxTBuDN3
報酬,ほうしゅう,"Remuneration, recompense, reward",x3rUZpRD9v9pZMeUJmJr
首輪,くびわ,Collar or Choker,x4QcOjRbnX8AJaogWGTB
率いる,ひきいる,"lead, spearhead, command",x7L2295c0pvQzaKfF1rJ
予め,あらかじめ,"in advance, previously",xC3uqxkwbOgQIKC4Zuhz
浸す,ひたす,"Soak, dip, drench",xDaTSYX19iKejdmdJ2DA
炭素,たんそ,carbon,xFgT3vr5xUx81SFXAydN
天国,てんごく,Heaven,xHYzsHryRTvaBx8WXDRy
ドリル,ドリル,Drill,xHZmRqXnSOjAZHxBB6CC
澄ます,すます,"Clear, make clear, listen for",xHoVJubHQhanIPx70ci0
バッテリー,バッテリー,Battery,xIFDP11xNrxdaewLl7RB
砂利,じゃり,"Gravel, ballast, pebbles",xIYslFsGrxYjPiTL87bp
判定,はんてい,"Judgment, decision, award, verdict",xIjd30gzecihI4rcnEHv
物体,ぶったい,Object,xJmCP9fzC6FyzKNMS29x
徐行,じょこう,Slow speed,xKb5dzGRouNUA27Qfrmq
密集,みっしゅう,"Crowded, dense, packed",xMdrID482e03D8HGcbeA
分散,ぶんさん,"dispersion, decentralization, variance",xN2F0VNthvtVp71BXCjm
立体,りったい,solid body,xNJfAT75EQy0kFUMpqFc
覆す,くつがえす,"Overturn, upset, overthrow",xOTOvMGqv7aPcbKhaQyV
犠牲,ぎせい,Sacrifice,xS16mXXLEsCM9Q8iZtnM
反乱,はんらん,"rebellion, revolt, uprising",xUxuoys1ZaEUPwB6z3ac
刺繍,ししゅう,Embroidery,xeNSN5EW6Nwo2VglF8nQ
叶える,かなえる,Grant,xebAIpgD0ccaiB1tFZ9E
ポット,ポット,Pot,xhJ3RQCNxwfEuQfC0N2k
遅らす,おくらす,"delay, retard",xhuUjKBD8OOSNnnnueHR
束ねる,たばねる,"To tie up in a bundle, to control",xioz97Rboa9JHjbCJH1J
辛抱,しんぼう,"patience, endurance",xj1ktl87rbO01Kzl8ISw
苗,なえ,Rice seedling,xj8gJlPGRMH75eS4cV6L
海峡,かいきょう,Strait,xjCcjKJT9yQRyKQyNzAe
嫉妬,しっと,Jealousy,xmTSeUt9k30GyHRtGmS6
秩序,ちつじょ,order,xmjeDuPCQmPi4LhhMATt
保守,ほしゅ,"Conservative, maintenance",xnQViTkm0C4uWAkpfsOl
